"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $1573.96/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode","Method"
"0x2d90c8076720fe4f916f0b7d99164217c4bebaf9b795e8b4e3f1d2fc04b27785","13331764","1633068958","2021-10-01 06:15:58","0x8f8b4759dc93ca55bd6997df719f20f581f10f5c","0x830bd73e4184cef73443c15111a1df14e495c706","","100","0","157396","0.004526863454298832","7.12510200252819","3310.63","","","Create Bid",""
"0x2004471cd962d9f2353e1223c1103b658bbe4a79dcddeba3210f83f38b9e9e15","13331877","1633070345","2021-10-01 06:39:05","0xb0ca2e19356f763721110b2e0b318883df844cbc","0x830bd73e4184cef73443c15111a1df14e495c706","","111","0","174709.56","0.004896728","7.70725400288","3310.63","","","Create Bid",""
"0xe8143f3e448b7742db6d005f910e5abf568cd1095f49a359dc0b0d980f7a3be8","13332375","1633077088","2021-10-01 08:31:28","0x8f8b4759dc93ca55bd6997df719f20f581f10f5c","0x830bd73e4184cef73443c15111a1df14e495c706","","118","0","185727.28","0.004957671263320252","7.80317626161554","3310.63","","","Create Bid",""
"0x0e5c599ea2a391a7e2b3aed9eeaa1bcda3670f4281acf64f08b2a9efd5d29923","13332579","1633079803","2021-10-01 09:16:43","0xa8b4367f09e63a5234abd14f5ef6868b1aed0e7d","0x830bd73e4184cef73443c15111a1df14e495c706","","121","0","190449.16","0.004482476638518592","7.05523892996272","3310.63","","","Create Bid",""
"0x7b38ad8d6b21f6d02b605d021675b1318faf4ef6631e017409fbce3675df5e55","13332765","1633082530","2021-10-01 10:02:10","0x8f8b4759dc93ca55bd6997df719f20f581f10f5c","0x830bd73e4184cef73443c15111a1df14e495c706","","130","0","204614.8","0.0132344","20.830416224","3310.63","","","Create Bid",""
"0xe24e9b10c6073336714c5278fe3f61ff6c49f212b515c797b427aab2234c612a","13332776","1633082680","2021-10-01 10:04:40","0x2d089def3b1f95ec8b3052d0d9fa79882554906b","0x830bd73e4184cef73443c15111a1df14e495c706","","133","0","209336.68","0.004938391007720156","7.77282991051122","3310.63","","","Create Bid",""
"0x209e58b408c523c2b16a3d387b3df162867406bed0743635faf9b84ce9e3bd1e","13332781","1633082764","2021-10-01 10:06:04","0x8f8b4759dc93ca55bd6997df719f20f581f10f5c","0x830bd73e4184cef73443c15111a1df14e495c706","","138","0","217206.48","0.01455784","22.9134578464","3310.63","","","Create Bid",""
"0x517625b3acc189d937af192eb6a663b1f338b4d7b8e866b217c79838906494da","13332791","1633082932","2021-10-01 10:08:52","0xa8b4367f09e63a5234abd14f5ef6868b1aed0e7d","0x830bd73e4184cef73443c15111a1df14e495c706","","148","0","232946.08","0.004669285200608697","7.34926813435006","3310.63","","","Create Bid",""
"0x647ee23af483168353dc191e35846ed81bfa9b5dbdee447c85c08e58620ffca6","13332794","1633082982","2021-10-01 10:09:42","0x8f8b4759dc93ca55bd6997df719f20f581f10f5c","0x830bd73e4184cef73443c15111a1df14e495c706","","152","0","239241.92","0.01767725","27.82328441","3310.63","","","Create Bid",""
"0x2910b80cbbc9c2be0853ecba1eb8422e5467421c104b30d0a71bb6df1df8b8ed","13332812","1633083154","2021-10-01 10:12:34","0xa8b4367f09e63a5234abd14f5ef6868b1aed0e7d","0x830bd73e4184cef73443c15111a1df14e495c706","","158","0","248685.68","0.003548985130497546","5.58596063599792","3310.63","","","Create Bid",""
"0x81c776ef72dce74ef1230f0be2c721f6f2feb9434581249ce3374b745022b368","13332839","1633083474","2021-10-01 10:17:54","0xe27ddf13b40330e804fd53b519a7dbdccd4b852f","0x830bd73e4184cef73443c15111a1df14e495c706","","0","0","0","0.017793406385464542","28.0061099144658","3310.63","","","Settle Current And Create New Auction",""
"0x61e0982ee1fc00e6ce9946d83e6a84bb4c27f58f9eefe522f5e71471e4f8b347","13333218","1633088617","2021-10-01 11:43:37","0x519ae0c11f21f217ad4a7e4eb09e3bbe0e8ffd9d","0x830bd73e4184cef73443c15111a1df14e495c706","","0.01","0","15.7396","0.00613816038112377","9.66121891347357","3310.63","","","Create Bid",""
"0xcc1da5f8ac01cf8362ff0de5372a39a11a5b1c8059a33d46439193b6dca7e4c2","13333645","1633093932","2021-10-01 13:12:12","0xb910711151298056c1fc9fadc8310e7ef1f2731c","0x830bd73e4184cef73443c15111a1df14e495c706","","0.02","0","31.4792","0.004036492","6.35327694832","3310.63","","","Create Bid",""
"0x24bfba049aa44a5464b608f16748416855a70a59ab4a4d0568417f87819ff8bd","13333645","1633093932","2021-10-01 13:12:12","0xe3b7566ed76aa4296a075446382b42110624751b","0x830bd73e4184cef73443c15111a1df14e495c706","","0.02","0","31.4792","0.00298510822384471","4.69844094000262","3310.63","Error(0)","Reverted","Create Bid",""
"0x33e0b029169198a5b1e64ceb1de8bbf5644072cf71db2a07134cdbfe698362a1","13333732","1633095016","2021-10-01 13:30:16","0x37e614197208fe25041b3a9cc2d1553751eac70e","0x830bd73e4184cef73443c15111a1df14e495c706","","0.03","0","47.2188","0.00442237794596992","6.96064599183882","3310.63","","","Create Bid",""
"0x8c5737c19da45e139d9b941ee20f6a14ea42e98deb73dbf3bfacfc767b86b54c","13334009","1633098416","2021-10-01 14:26:56","0x80fbd6be4e06cc946a21faa34e50b3e32ad1e988","0x830bd73e4184cef73443c15111a1df14e495c706","","0.1","0","157.396","0.004822647855878104","7.5906548192379","3310.63","","","Create Bid",""
"0x15b1cfb61720a4bb2f6770865bf392dbfbb69ec97fdcb74cad76dae93e768a44","13334032","1633098700","2021-10-01 14:31:40","0xbd46f6fa9045e203dfc0cd31d19294dc2011cce2","0x830bd73e4184cef73443c15111a1df14e495c706","","1.03","0","1621.1788","0.004971605352813852","7.82510796111489","3310.63","","","Create Bid",""
"0xbab1bebb377d142c2f39c2121551a1663cc998c79b17d6717d52069805691967","13334303","1633102255","2021-10-01 15:30:55","0x1ec9dd67af275fa69b6ecf7e4c3c4c0968a28fa8","0x830bd73e4184cef73443c15111a1df14e495c706","","1.1","0","1731.356","0.00512789427259956","8.0711004693008","3310.63","","","Create Bid",""
"0xecdc8a036182bd2871bc92001f29fe9da3a8d68ff35b4c7530f07270e38030be","13335216","1633114515","2021-10-01 18:55:15","0x14977b0dbe7e155f9907effecbb70c9b7a05e737","0x830bd73e4184cef73443c15111a1df14e495c706","","1.15","0","1810.054","0.006584427614121016","10.3636256875219","3310.63","","","Create Bid",""
"0x0dcf3ef115e674a0c2b88149280c1e435460c5af51c4797f601db48402db9994","13335782","1633122571","2021-10-01 21:09:31","0x1e341aa44c293d95d13d778492d417d1be4e63d5","0x830bd73e4184cef73443c15111a1df14e495c706","","2","0","3147.92","0.011172320307497744","17.5847852711891","3310.63","","","Create Bid",""
"0x4b74d35f6433ee786126c14c917c6a8b4a19e5d004de5519b26dff468b623fa5","13336209","1633128056","2021-10-01 22:40:56","0x6244ccf4b0d9896dedc15f647f08e27f717fef3e","0x830bd73e4184cef73443c15111a1df14e495c706","","2.5","0","3934.9","0.0070605524","11.113027055504","3310.63","","","Create Bid",""
"0xec618435ddc5096302bddcc72dd088df969ee37c934ef3438d928ef9e2f158ae","13337529","1633146072","2021-10-02 03:41:12","0x738df6bfd711d04416daa15b10e309fdf5dd5945","0x830bd73e4184cef73443c15111a1df14e495c706","","3","0","4721.88","0.0033753156261402","5.31261178291963","3389.48","","","Create Bid",""
"0xe1d9d40c64571cbdfa5f218a44901e6d325fd538620487dd0c2d4a57f8c41555","13338305","1633156602","2021-10-02 06:36:42","0x37b45293aaf561a2cdf9e260bf984b643dd3699a","0x830bd73e4184cef73443c15111a1df14e495c706","","50","0","78698","0.00245016773424244","3.85646600698823","3389.48","","","Create Bid",""
"0xc65df301b21a67adbd08b102b79c7bbddcf14bf96d8788e68e423d21d3cdbe4f","13338312","1633156774","2021-10-02 06:39:34","0x42f3f76ba5202d7a4c48fd428b5613c657689bcc","0x830bd73e4184cef73443c15111a1df14e495c706","","69.42","0","109264.3032","0.0099258","15.622812168","3389.48","","","Create Bid",""
"0x9db06e0a5eaed99342696c57a6a7fb9a32b8bd73d6ae07e0ea9c68a413fc3781","13338483","1633159152","2021-10-02 07:19:12","0x020ca66c30bec2c4fe3861a94e4db4a498a35872","0x830bd73e4184cef73443c15111a1df14e495c706","","72","0","113325.12","0.003870958684928508","6.09273413173007","3389.48","","","Create Bid",""
"0x22e49e0e8ba998409f08ef9c8645909215588ba4eebd868f09632a341b8ea051","13338741","1633162660","2021-10-02 08:17:40","0xb0ca2e19356f763721110b2e0b318883df844cbc","0x830bd73e4184cef73443c15111a1df14e495c706","","91","0","143230.36","0.003110084","4.89514781264","3389.48","","","Create Bid",""
"0x73535a1820e7ef552bd891af41844516f9bf5ae1c458d6cb378d7bcc52c17ce5","13338978","1633165655","2021-10-02 09:07:35","0x37b45293aaf561a2cdf9e260bf984b643dd3699a","0x830bd73e4184cef73443c15111a1df14e495c706","","100","0","157396","0.003328585295166068","5.23906011117958","3389.48","","","Create Bid",""
"0xa97a8ad3fbe8149f0d3712b724c6781d48506674f71971095b3755aff57c3dfe","13339278","1633169798","2021-10-02 10:16:38","0xf3d5e8f1cb8cc717661d6a8e692b60cdd1b45ca2","0x830bd73e4184cef73443c15111a1df14e495c706","","105","0","165265.8","0.004385749177336866","6.90299377516113","3389.48","","","Create Bid",""
"0x1ce4834ead64c48ae85ff6c0e8a1b779d6a5c288ec6f851c77d9c9416a3c733c","13339280","1633169861","2021-10-02 10:17:41","0x087e9c8ef2d97740340a471ff8bb49f5490f6cf6","0x830bd73e4184cef73443c15111a1df14e495c706","","102","0","160543.92","0.00540485","8.507017706","3389.48","Error(0)","Reverted","Create Bid",""
"0x3f5dc9bfafd4b8e002c6784b918ad08eaabae206e72e10a30516d8ed2a2ee14b","13339285","1633169972","2021-10-02 10:19:32","0x3eefca588c985b096f793fabf14bb395a475a330","0x830bd73e4184cef73443c15111a1df14e495c706","","107.1","0","168571.116","0.003853841957860408","6.06579308799397","3389.48","","","Create Bid",""
"0x98b2d887611d6ec71346a357f4cc4354fe82eb234a82d6dd568e8fcd3297ef98","13339294","1633170118","2021-10-02 10:21:58","0xf3d5e8f1cb8cc717661d6a8e692b60cdd1b45ca2","0x830bd73e4184cef73443c15111a1df14e495c706","","115","0","181005.4","0.00393463650340785","6.19296047090382","3389.48","","","Create Bid",""
"0xe0fb4d8e425ac669d61f6886c58a016056f6b0e8906d6d0346d25de4c342f6a1","13339314","1633170425","2021-10-02 10:27:05","0xe27ddf13b40330e804fd53b519a7dbdccd4b852f","0x830bd73e4184cef73443c15111a1df14e495c706","","0","0","0","0.029610654492924822","46.605985745684","3389.48","","","Settle Current And Create New Auction",""
"0x699f4300c9e21a96e76050daf3fe7250c53b52c74678189f717331392072c625","13339317","1633170451","2021-10-02 10:27:31","0x43a330dec81bbd5e21f41c6b8354e54d481efc93","0x830bd73e4184cef73443c15111a1df14e495c706","","120","0","188875.2","0.0053472","8.416278912","3389.48","Error(0)","Reverted","Create Bid",""
"0xaf3f0f9dc42c7970e864ed7e4105e2bf00e782a85652282c7978df7264c6752b","13339337","1633170693","2021-10-02 10:31:33","0x37b45293aaf561a2cdf9e260bf984b643dd3699a","0x830bd73e4184cef73443c15111a1df14e495c706","","50","0","78698","0.00371150683981758","5.84176330559928","3389.48","","","Create Bid",""
"0xa581baf4e341bd9802344f0dd193df9836431aa3980600915d1a91a1ca14719c","13341220","1633196175","2021-10-02 17:36:15","0x696ed7b26f4b019ceec78dc8b9140ad64a6f354b","0x830bd73e4184cef73443c15111a1df14e495c706","","100","0","157396","0.003836880907462524","6.03909707310971","3389.48","","","Create Bid",""
"0xc813aefdc5cbb3f5a7947022f2cbd278f65eec0baa38331f94d1bbefd28f8cbd","13344281","1633237769","2021-10-03 05:09:29","0x0ef024d299cb56805f2437cd00b8a361a7b06d54","0x830bd73e4184cef73443c15111a1df14e495c706","","102","0","160543.92","0.003359400591405968","5.28756215484934","3420.14","","","Create Bid",""
"0xc0577505b3eac5699482f7b5082823851973fcd582ae042577980ef99f128415","13344467","1633240386","2021-10-03 05:53:06","0x020ca66c30bec2c4fe3861a94e4db4a498a35872","0x830bd73e4184cef73443c15111a1df14e495c706","","108","0","169987.68","0.002901102727674756","4.56621964925096","3420.14","","","Create Bid",""
"0x8ffd2f6791f707cbbd99c825c8c73dc833e05798e8bbdaa2eb049c37208e36cd","13344949","1633247362","2021-10-03 07:49:22","0x37b45293aaf561a2cdf9e260bf984b643dd3699a","0x830bd73e4184cef73443c15111a1df14e495c706","","120","0","188875.2","0.004565868","7.18649359728","3420.14","","","Create Bid",""
"0x613ead6fbc438e75dbbce8755eee546deeb35110251c6a3c16cda2440004f8c1","13345699","1633256847","2021-10-03 10:27:27","0xe27ddf13b40330e804fd53b519a7dbdccd4b852f","0x830bd73e4184cef73443c15111a1df14e495c706","","0","0","0","0.018781122892398444","29.5607361877195","3420.14","","","Settle Current And Create New Auction",""
"0x84a90f67618caceb5d60d24a34b5e222692f2bf4d44d35a966e4fc6911d7bfcb","13345717","1633257093","2021-10-03 10:31:33","0x17ddc42323e5020cfbc40f6e6e39835bab6b21f9","0x830bd73e4184cef73443c15111a1df14e495c706","","0.01","0","15.7396","0.00456382145766456","7.18327242150571","3420.14","","","Create Bid",""
"0x13c51c612d4131440c4e7eaa8350e2a5a8c8208721f4db98d3487a6d043236f6","13345789","1633258191","2021-10-03 10:49:51","0xa9e734d87d9ce594edba80ad270ab911d6a90fec","0x830bd73e4184cef73443c15111a1df14e495c706","","0.02","0","31.4792","0.003184126895572236","5.01168836855488","3420.14","","","Create Bid",""
"0x8f230c63cab043d3947c68a614af5864bc8c1a6c60e13e620dec5d13226c24f6","13345827","1633258787","2021-10-03 10:59:47","0xc199c8a750ac39747bdcff9456e0170f5cda22e4","0x830bd73e4184cef73443c15111a1df14e495c706","","0.03","0","47.2188","0.003516663729851288","5.53508804423673","3420.14","","","Create Bid",""
"0x43eded808c63d6d9ad3c2021aeaca593f2782125bcbb923b1dc30f97f476946a","13346174","1633263568","2021-10-03 12:19:28","0x07d1530b3560afaba17496c011976db37b3fc2fd","0x830bd73e4184cef73443c15111a1df14e495c706","","0.04","0","62.9584","0.002911568","4.58269156928","3420.14","","","Create Bid",""
"0x070a5d89c8da5daf71f99cef4d83103cd0ed9d64a8b0242506b0aac5ef07961c","13346210","1633264053","2021-10-03 12:27:33","0x66ae426015cb72f1873e160fcce18c7b1a1fa307","0x830bd73e4184cef73443c15111a1df14e495c706","","0.05","0","78.698","0.002438898417723812","3.83872855356057","3420.14","","","Create Bid",""
"0x4ca203ecb3353b46c4a8e51545fb0b75f22dad1f1a408848cefe5a5e4ad292bb","13346297","1633265223","2021-10-03 12:47:03","0x0a256324b1d9fb59d4c490d93c8d5555f2fe4c7a","0x830bd73e4184cef73443c15111a1df14e495c706","","0.07","0","110.1772","0.003550914021162216","5.58899663274848","3420.14","","","Create Bid",""
"0xae2caeb0eb302bdd5a2247113a6af13b0fa72b362dde49ee0be7e6585a745ac7","13346305","1633265326","2021-10-03 12:48:46","0xdf4f13ca69072752827ffd528cd736d0537b9191","0x830bd73e4184cef73443c15111a1df14e495c706","","0.08","0","125.9168","0.003198153933830324","5.03376636569158","3420.14","","","Create Bid",""
"0xc9d92bee022a6be63227fc5098e30c25b7734b49e8a379d31d102b8eb0ced330","13346389","1633266387","2021-10-03 13:06:27","0x4fdda94b53c08116a12b41f415caec691108e147","0x830bd73e4184cef73443c15111a1df14e495c706","","0.09","0","141.6564","0.002668941144752304","4.20080660419434","3420.14","","","Create Bid",""
"0xc254740c3c5f17dfbb46d21566aa4684a7737758ee6f1492da3c5798fd058476","13346396","1633266458","2021-10-03 13:07:38","0xec5f9bd9513dc1bf8af188f59906675a6208c7e8","0x830bd73e4184cef73443c15111a1df14e495c706","","0.1","0","157.396","0.002887680990838608","4.54509437234034","3420.14","","","Create Bid",""
"0x3e27bbeee6f6766125f793305247543ac873a101f6f6f4dfd07e83113f6d9f32","13346554","1633268587","2021-10-03 13:43:07","0x020ca66c30bec2c4fe3861a94e4db4a498a35872","0x830bd73e4184cef73443c15111a1df14e495c706","","17","0","26757.32","0.004342134274499316","6.83434566269094","3420.14","","","Create Bid",""
"0xd54cc55c45f68c5e7186ab5ddfd13a7f3b53265416381272e1077bd409e74ec4","13346994","1633274353","2021-10-03 15:19:13","0x4738de3cfd5fc9a0c6b23598194d804656dfde35","0x830bd73e4184cef73443c15111a1df14e495c706","","44","0","69254.24","0.004539408218780396","7.14484696003159","3420.14","","","Create Bid",""
"0x8eb6e2130706046c429cfee912836130a2c0056b995bfdec5a1ca4376809fbef","13347030","1633274822","2021-10-03 15:27:02","0x4738de3cfd5fc9a0c6b23598194d804656dfde35","0x830bd73e4184cef73443c15111a1df14e495c706","","30","0","47218.8","0.003436099775867955","5.40828360322513","3420.14","Error(0)","Reverted","Create Bid",""
"0xb140982fd87b334818546a118ad760227499299c4a37b7467c062fb54b8cdec5","13347167","1633276577","2021-10-03 15:56:17","0x0ef024d299cb56805f2437cd00b8a361a7b06d54","0x830bd73e4184cef73443c15111a1df14e495c706","","105","0","165265.8","0.004635394086037252","7.29592487565919","3420.14","","","Create Bid",""
"0xd30ceefdbfddf9f3fc0c8445cee208f95e4087e9ff312c5509c4a9b44eb2ce58","13350484","1633321719","2021-10-04 04:28:39","0x020ca66c30bec2c4fe3861a94e4db4a498a35872","0x830bd73e4184cef73443c15111a1df14e495c706","","108","0","169987.68","0.005334821837614692","8.39679617953202","3384.50","","","Create Bid",""
"0x74b6c90922b2119e0d23a59a3ad0c736e0e8b1128811f616b760fa804b3e91c1","13350554","1633322701","2021-10-04 04:45:01","0x9e4a9b4334f3167bc7dd35f48f2238c73f532baf","0x830bd73e4184cef73443c15111a1df14e495c706","","110.16","0","173387.4336","0.004511888642822416","7.10153224825677","3384.50","","","Create Bid",""
"0xcccde82788e60b04016b8731d8ce10dc99bf49d2a1c5901f109dd0d522f519c8","13351512","1633336068","2021-10-04 08:27:48","0x020ca66c30bec2c4fe3861a94e4db4a498a35872","0x830bd73e4184cef73443c15111a1df14e495c706","","112.69","0","177369.5524","0.00391957580692346","6.16925553706525","3384.50","","","Create Bid",""
"0x5dfdb845879aa5f120b326af20e2a40fcfc5334879c6908236ddd88978d944e5","13352027","1633342945","2021-10-04 10:22:25","0x696ed7b26f4b019ceec78dc8b9140ad64a6f354b","0x830bd73e4184cef73443c15111a1df14e495c706","","115.99","0","182563.6204","0.00372722139119756","5.86649738088931","3384.50","","","Create Bid",""
"0xf2a5fe7926f213dcf3ab2ab8152716aaaac66a0c3b787ce2bcc8ed2d1437375f","13352059","1633343369","2021-10-04 10:29:29","0x696ed7b26f4b019ceec78dc8b9140ad64a6f354b","0x830bd73e4184cef73443c15111a1df14e495c706","","125","0","196745","0.005357159964142506","8.43195549716174","3384.50","","","Create Bid",""
"0xf8844ed9130bfa64633bbb7976e1461d39e941086db76e93d68ac4a33adccbcd","13352069","1633343496","2021-10-04 10:31:36","0x020ca66c30bec2c4fe3861a94e4db4a498a35872","0x830bd73e4184cef73443c15111a1df14e495c706","","128","0","201466.88","0.004164106012122929","6.55413629884101","3384.50","","","Create Bid",""
"0xffc518ad0cc3b273ab2d36c23000f1ded5e4c61460d5aedd848597ca4fce164c","13352083","1633343711","2021-10-04 10:35:11","0x696ed7b26f4b019ceec78dc8b9140ad64a6f354b","0x830bd73e4184cef73443c15111a1df14e495c706","","130.56","0","205496.2176","0.004230612369676179","6.65881464537552","3384.50","","","Create Bid",""
"0x71274ca11c6daf2f92e03a1392b7e098975b0922b205e410f58f3f9d46d9d1d4","13352095","1633343912","2021-10-04 10:38:32","0x020ca66c30bec2c4fe3861a94e4db4a498a35872","0x830bd73e4184cef73443c15111a1df14e495c706","","136","0","214058.56","0.004327794350121964","6.81177519531797","3384.50","","","Create Bid",""
"0x055ce936bd8f481d7a060957e4f2c94ce96c60c2e131435aba5d9a9255a4c0d2","13352103","1633344015","2021-10-04 10:40:15","0x696ed7b26f4b019ceec78dc8b9140ad64a6f354b","0x830bd73e4184cef73443c15111a1df14e495c706","","140","0","220354.4","0.004227423348098165","6.65379525297259","3384.50","","","Create Bid",""
"0x35b83466bf4dbff1cda9eeae7cf4401026276538c65c572cabc871a4573afaa8","13352137","1633344317","2021-10-04 10:45:17","0xe27ddf13b40330e804fd53b519a7dbdccd4b852f","0x830bd73e4184cef73443c15111a1df14e495c706","","0","0","0","0.017421462130699464","27.4206845352357","3384.50","","","Settle Current And Create New Auction",""
"0xab54ce20c8a739a25dbf828a8dd5241f2212cadf81e6b183ca977f66873df58e","13352152","1633344478","2021-10-04 10:47:58","0x36644b371862434ef4c37353fa29c42f1729cb88","0x830bd73e4184cef73443c15111a1df14e495c706","","0.01","0","15.7396","0.00350459203500054","5.51608767940945","3384.50","","","Create Bid",""
"0xfb1ff64f4569a20b5ee32fe4a5dbf68a8d52952dde687bcdff09f7b17387944e","13352204","1633345107","2021-10-04 10:58:27","0x257a9753d44d5eb9fe02a22bb3393ef13dce8abc","0x830bd73e4184cef73443c15111a1df14e495c706","","0.02","0","31.4792","0.002936663525138908","4.62219092202764","3384.50","","","Create Bid",""
"0x96004484c9fca61d6d2205428313749cac68a579ba0b7c1c384cfd94de2a6db3","13352287","1633346270","2021-10-04 11:17:50","0x6390e7c49fa5c2603e8ed22b421e50f2408ad569","0x830bd73e4184cef73443c15111a1df14e495c706","","0.03","0","47.2188","0.0045129304","7.103171932384","3384.50","","","Create Bid",""
"0x79c1f838d9b4c0b2cf1d6044c4a0c46a6394560f8ebc4e6fef9e0019c3bca018","13352290","1633346309","2021-10-04 11:18:29","0x7755a1acd8d19ca6a93a735ccba0f1a4348a831d","0x830bd73e4184cef73443c15111a1df14e495c706","","0.04","0","62.9584","0.00376160403253014","5.92061428304114","3384.50","","","Create Bid",""
"0xbe370d4e8ce6f493f6ec3fa11e4a42bf00f3eb0a438ecfd53cf337dad91d3707","13352838","1633354025","2021-10-04 13:27:05","0x070f40ccce59a4585e00227d9c01c705c6d087be","0x830bd73e4184cef73443c15111a1df14e495c706","","0.1","0","157.396","0.005935450684638824","9.34216195959412","3384.50","","","Create Bid",""
"0x661db1be22f2507dfd76a0f313fdca088a7c05ef66a0fdc0b1074c22dc95f172","13354351","1633373476","2021-10-04 18:51:16","0x1ea83500d1bc7001fac0a54da1d44139b1b6a35a","0x830bd73e4184cef73443c15111a1df14e495c706","","0.11","0","173.1356","0.005295516048846424","8.33493044024232","3384.50","","","Create Bid",""
"0xa5d4f85a0158f0f829e1b7dff848386ad2554449b661a36dd439e65448e173c4","13354501","1633375449","2021-10-04 19:24:09","0xabda5e81d96a78958c6ae8e195cdca6975eebabd","0x830bd73e4184cef73443c15111a1df14e495c706","","1","0","1573.96","0.0074972876","11.800430790896","3384.50","","","Create Bid",""
"0x7e917fbd9754c4bb93fad5f09d742d81e5fc8052b3fc739cbdfe5c22a2d95de6","13355621","1633391087","2021-10-04 23:44:47","0x9e4a9b4334f3167bc7dd35f48f2238c73f532baf","0x830bd73e4184cef73443c15111a1df14e495c706","","3","0","4721.88","0.007014232","11.04012059872","3384.50","","","Create Bid",""
"0x976a9900c91e2df08cd3081d332f0a6dc31805f97ec3d7fb73647104e901ebcd","13356073","1633396834","2021-10-05 01:20:34","0xf0aa9e426e47e1b876654fc6475a831a55aa4fe9","0x830bd73e4184cef73443c15111a1df14e495c706","","3.2","0","5036.672","0.007002184839892872","11.0211588505978","3516.09","","","Create Bid",""
"0x76240e362720f58183b6abec003e83a0cff4eaf92adaad889ad41bc7599575e7","13356550","1633403522","2021-10-05 03:12:02","0xabda5e81d96a78958c6ae8e195cdca6975eebabd","0x830bd73e4184cef73443c15111a1df14e495c706","","3.9","0","6138.444","0.0136135164","21.427130272944","3516.09","","","Create Bid",""
"0x4216caffaaf2ee18e87d0deb463351b4a5b7e950590b9d5d1823dc9f6f482e2e","13356874","1633407877","2021-10-05 04:24:37","0xe30fbc19d251532824d86e900f52eeb95cd37eb3","0x830bd73e4184cef73443c15111a1df14e495c706","","4.2","0","6610.632","0.005334948628592796","8.39699574345992","3516.09","","","Create Bid",""
"0xcf0c834e049d4bc5e0735cc695dc475a1d84e0c36d1c3f3cee6c169e3e75c51d","13357117","1633411283","2021-10-05 05:21:23","0x37b45293aaf561a2cdf9e260bf984b643dd3699a","0x830bd73e4184cef73443c15111a1df14e495c706","","5","0","7869.8","0.005646282124416048","8.88702221254588","3516.09","","","Create Bid",""
"0xf6070b6c98d48d18613749059ca603ee3281cb497e80e2892ae8ea70a0b766b9","13358193","1633424937","2021-10-05 09:08:57","0x9e4a9b4334f3167bc7dd35f48f2238c73f532baf","0x830bd73e4184cef73443c15111a1df14e495c706","","5.5","0","8656.78","0.003880558810298772","6.10784434505786","3516.09","","","Create Bid",""
"0xb492be0dcf0134502dfc7921d95aa5fdc9e8d8b33f958639fddc5e44e7e1e8aa","13358285","1633426175","2021-10-05 09:29:35","0xaaa3f05f25eed87ee3a268f4582ec914e6245577","0x830bd73e4184cef73443c15111a1df14e495c706","","10","0","15739.6","0.004933313395448072","7.76483795189945","3516.09","","","Create Bid",""
"0xacad53deddaa2c09b9394606c08581cb627c1396f87b46b16dbf2b71d3ed0818","13358355","1633427161","2021-10-05 09:46:01","0x37b45293aaf561a2cdf9e260bf984b643dd3699a","0x830bd73e4184cef73443c15111a1df14e495c706","","15","0","23609.4","0.00389524284156004","6.13095642290184","3516.09","","","Create Bid",""
"0xeef89fae5b98e0005793f09f0459b287feb3aaf264eab96071c63cfe942b827d","13358574","1633430135","2021-10-05 10:35:35","0x2536c09e5f5691498805884fa37811be3b2bddb4","0x830bd73e4184cef73443c15111a1df14e495c706","","15.3","0","24081.588","0.006983624340710064","10.991945367304","3516.09","","","Create Bid",""
"0x5ccf7a6a31482ab106f44c0659d64434bef9fa1cb6705d8f60b5f0b820c7737c","13358579","1633430209","2021-10-05 10:36:49","0x4845479cf5010ba7eb16f5c7c30fa2c88a590395","0x830bd73e4184cef73443c15111a1df14e495c706","","15.3","0","24081.588","0.004637427126110365","7.29912479941267","3516.09","Error(0)","Reverted","Create Bid",""
"0x7a57b9f2a0767b08bb1f17557b909a1744e8f6816f200c5a3af06e97898fbd8a","13358584","1633430254","2021-10-05 10:37:34","0xbb34b41d5615c44e2cae4f80a447feb02b636b66","0x830bd73e4184cef73443c15111a1df14e495c706","","105.55","0","166131.478","0.005648412086949348","8.8903746883748","3516.09","","","Create Bid",""
"0x8200f09f48ea8752b912a9d815b83b735ff091346cbc78996de4261b6b6022dd","13358585","1633430278","2021-10-05 10:37:58","0x20ff7e19c8ff23109eb1661df3b3c4f36ddadf1f","0x830bd73e4184cef73443c15111a1df14e495c706","","20","0","31479.2","0.00422211514311379","6.64544035065538","3516.09","Error(0)","Reverted","Create Bid",""
"0x0a12464e268465d126c7e54f76b89151a33247258847882b203520fabee791f3","13358586","1633430289","2021-10-05 10:38:09","0x4845479cf5010ba7eb16f5c7c30fa2c88a590395","0x830bd73e4184cef73443c15111a1df14e495c706","","17","0","26757.32","0.004487759631234595","7.063554149178","3516.09","Error(0)","Reverted","Create Bid",""
"0x9f52175d4803a48f14a081f8f6d9739a528d241d059f19067a101220843e1668","13358591","1633430365","2021-10-05 10:39:25","0x020ca66c30bec2c4fe3861a94e4db4a498a35872","0x830bd73e4184cef73443c15111a1df14e495c706","","108","0","169987.68","0.005454365167150108","8.58495259848758","3516.09","","","Create Bid",""
